"accession"	"organism"	"tissue_type"	"cell_type"	"mol_type"	"dev_stage"	"clone"	"collection_date"	"isolate"	"country"	"db_xref"
"HM773966"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P01G101"	"2008"	"P01"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773967"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P01G103"	"2008"	"P01"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773968"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P01G201"	"2008"	"P01"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773969"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P01G401"	"2008"	"P01"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773970"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P01G402"	"2008"	"P01"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773971"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02E01"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773972"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02E02"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773973"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02E03"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773974"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02E04"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773975"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02E05"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773976"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G101"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773977"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G102"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773978"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G103"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773979"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G105"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773980"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G106"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773981"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G107"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773982"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G108"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773983"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G109"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773984"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G110"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773985"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G201"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773986"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G202"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773987"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G203_1d"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773988"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G204"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773989"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G205"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773990"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G206"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773991"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G207"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773992"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G208"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773993"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G209"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773994"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G210_1i"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773995"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G211"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773996"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G212"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773997"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G213"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773998"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G214"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM773999"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G215"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774000"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G402"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774001"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G403"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774002"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G405"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774003"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P02G406"	"2008"	"P02"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774004"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03E33"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774005"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03E43"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774006"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03E46"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774007"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G101"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774008"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G102"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774009"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G104"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774010"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G105"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774011"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G106"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774012"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G107"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774013"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G108"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774014"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G109"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774015"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G110"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774016"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G111"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774017"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G112"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774018"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G113"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774019"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G114"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774020"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G115"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774021"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G116"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774022"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G117"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774023"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G118"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774024"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G119"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774025"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G120"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774026"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G121"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774027"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G122"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774028"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G123"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774029"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G124"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774030"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G125"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774031"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G126"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774032"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G127"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774033"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G128"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774034"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G129"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774035"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G130"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774036"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G131"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774037"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G132"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774038"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G133"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774039"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G135"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774040"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G136"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774041"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G201"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774042"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G202"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774043"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G203"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774044"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G204"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774045"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G205"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774046"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G206"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774047"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G207"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774048"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G208"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774049"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G209"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774050"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G210"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774051"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G402"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774052"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G404"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774053"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G405_12i"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774054"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G407_12i"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774055"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G408_12i"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774056"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G409"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774057"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G411"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774058"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G412"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774059"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G413_3d"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774060"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P03G415"	"2008"	"P03"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774061"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E01"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774062"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E02"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774063"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E03"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774064"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E05"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774065"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E06"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774066"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E07"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774067"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E08"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774068"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E09"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774069"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E10"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774070"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04E11"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774071"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G101"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774072"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G103"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774073"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G104"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774074"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G105"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774075"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G106"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774076"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G107_6i"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774077"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G108"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774078"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G109"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774079"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G110"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774080"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G111"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774081"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G112"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774082"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G113"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774083"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G114_2d"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774084"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G115"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774085"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G116"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774086"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G117"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774087"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G118"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774088"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G120"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774089"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G121"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774090"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G122"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774091"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G123"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774092"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G124"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774093"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G125"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774094"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G126"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774095"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G127"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774096"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G128_6i"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774097"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G129"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774098"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G130"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774099"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G131"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774100"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G132"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774101"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G133"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774102"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G134"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774103"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G135"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774104"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G136"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774105"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G137"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774106"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G139"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774107"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G201"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774108"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G202"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774109"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G203"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774110"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G204"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774111"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G205"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774112"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P04G206"	"2008"	"P04"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
