"accession"	"organism"	"tissue_type"	"cell_type"	"mol_type"	"dev_stage"	"clone"	"collection_date"	"isolate"	"country"	"db_xref"
"HM774807"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G219"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774808"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G220"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774809"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G221"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774810"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G222"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774811"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G223"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774812"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G224"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774813"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G225"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774814"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G226"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774815"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G227"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774816"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G228_3d"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774817"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G229"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774818"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G230"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774819"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G301"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774820"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G302"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774821"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G303"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774822"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G401"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774823"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G402"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774824"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G403"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774825"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G404"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774826"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G405"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774827"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G406"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774828"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G407"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774829"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G408"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774830"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G409"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774831"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G410"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774832"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G411"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774833"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G412"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774834"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P12G413"	"2008"	"P12"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774835"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E01"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774836"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E02"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774837"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E03"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774838"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E04"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774839"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E06"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774840"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E08"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774841"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E13"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774842"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E14"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774843"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13E44"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774844"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G101"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774845"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G102"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774846"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G103"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774847"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G104_6d"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774848"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G105"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774849"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G106"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774850"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G107"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774851"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G108"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774852"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G109"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774853"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G110"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774854"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G112"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774855"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G113"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774856"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G114"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774857"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G115"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774858"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G117"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774859"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G118"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774860"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G119"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774861"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G120"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774862"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G121"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774863"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G122"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774864"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G123"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774865"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G124"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774866"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G125"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774867"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G126"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774868"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G127"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774869"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G128"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774870"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G129"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774871"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G130_3i"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774872"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G131"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774873"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G132"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774874"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G133"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774875"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G134"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774876"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G135"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774877"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G136"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774878"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G138"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774879"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G139"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774880"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G140"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774881"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G141"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774882"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G142"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774883"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G201"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774884"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G202"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774885"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G203"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774886"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G204"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774887"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G205"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774888"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G206"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774889"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G207"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774890"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G209"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774891"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G210"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774892"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G211"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774893"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G212"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774894"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G213"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774895"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G214"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774896"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G215"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774897"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G216"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774898"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G217"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774899"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G218"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774900"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G219"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774901"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G220"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774902"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G221"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774903"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G222"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774904"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G223"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774905"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G224"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774906"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G227"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774907"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G228"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774908"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G229"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774909"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G230"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774910"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G231"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774911"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G232"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774912"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G233"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774913"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G234"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774914"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G235"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774915"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G236"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774916"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G237"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774917"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G238"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774918"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G239"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774919"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G240"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774920"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G241"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774921"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G242"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774922"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G243"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774923"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G244"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774924"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G301"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774925"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G302"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774926"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G303"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774927"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G304"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774928"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G305"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774929"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G306"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774930"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G307"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774931"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G308"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774932"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G309"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774933"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G401"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774934"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G402"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774935"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G403"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774936"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G404"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774937"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G407"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774938"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G408"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774939"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G409"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774940"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G410"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774941"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G411"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774942"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P13G413"	"2008"	"P13"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774943"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E02"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774944"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E04"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774945"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E05_3d"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774946"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E07"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774947"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E08"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774948"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E09"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774949"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E10"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774950"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E11"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774951"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E12"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774952"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E13"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774953"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E14"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774954"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P14E16"	"2008"	"P14"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
